ID,POSITION,HEIGHT,WEIGHT,CAREER_STAGE,AGE,SPONSORSHIP_EARNINGS,SHOE_SPONSOR
3751,,192,200,mid-career,32,427,yes
3752,guard,178,193,rookie,21,1078,no
3753,guard,185,200,mid-career,31,213,yes
3754,forward,192,219,rookie,22,1359,no
3755,forward,202,220,mid-career,31,542,no
3756,center,201,244,mid-career,25,1111,yes
3757,guard,178,193,rookie,21,1078,no
3758,guard,185,207,rookie,23,1497,yes
3759,forward,205,232,rookie,24,1416,no
3760,center,201,244,mid-career,25,1111,yes
3761,forward,184,213,mid-career,32,12,no
3762,forward,198,221,rookie,22,1409,no
3763,,195,221,veteran,25,694,no
3764,forward,197,221,rookie,22,1312,no
3765,,190,215,rookie,22,1179,no
3766,forward,198,221,rookie,22,1409,no
3767,guard,169,183,rookie,24,1034,yes
3768,guard,178,193,rookie,21,1078,no
3769,forward,205,232,rookie,24,1416,no
3770,forward,215,232,mid-career,30,434,no
3771,,215,232,mid-career,30,434,no
3772,forward,184,213,mid-career,32,12,no
3773,forward,205,232,rookie,24,1416,no
3774,guard,185,200,mid-career,31,213,yes
3775,,172,183,rookie,24,1383,yes
3776,guard,166,188,rookie,21,1536,yes
3777,guard,185,207,rookie,23,1497,yes
3778,,189,199,mid-career,27,385,yes
3779,guard,172,183,rookie,24,1383,yes
3780,forward,192,219,rookie,22,1359,no
3781,guard,178,193,rookie,21,1078,no
3782,center,206,246,mid-career,29,314,no
3783,guard,192,200,mid-career,32,427,yes
3784,guard,190,207,mid-career,27,648,yes
3785,forward,191,218,rookie,19,1855,no
3786,center,206,246,mid-career,29,314,no
3787,guard,185,200,mid-career,31,213,yes
3788,forward,202,220,mid-career,31,542,no
3789,forward,192,219,rookie,22,1359,no
3790,guard,190,207,mid-career,27,648,yes
3791,forward,192,218,veteran,29,561,yes
3792,center,196,235,veteran,32,47,no
3793,forward,195,221,veteran,25,694,no
3794,guard,166,188,rookie,21,1536,yes
3795,guard,185,197,mid-career,29,178,yes
3796,guard,190,207,mid-career,27,648,yes
3797,,178,193,rookie,21,1078,no
3798,center,206,246,mid-career,29,314,no
3799,guard,192,200,mid-career,32,427,yes
3800,guard,178,193,rookie,21,1078,no
3801,guard,185,197,mid-career,29,178,yes
3802,forward,215,232,mid-career,30,434,no
3803,forward,195,221,veteran,25,694,no
3804,forward,202,220,mid-career,31,542,no
3805,forward,205,232,rookie,24,1416,no
3806,forward,191,218,rookie,19,1855,no
3807,guard,185,207,rookie,23,1497,yes
3808,guard,178,193,rookie,21,1078,no
3809,,169,183,rookie,24,1034,yes
3810,guard,185,200,mid-career,31,213,yes
3811,forward,198,223,veteran,29,362,yes
3812,forward,191,218,rookie,19,1855,no
3813,forward,202,220,mid-career,31,542,no
3814,guard,190,207,mid-career,27,648,yes
3815,forward,198,223,veteran,29,362,yes
3816,forward,197,221,rookie,22,1312,no
3817,,190,215,rookie,22,1179,no
3818,forward,191,218,rookie,19,1855,no
3819,forward,198,223,veteran,29,362,yes
3820,guard,178,193,rookie,21,1078,no
3821,guard,158,184,veteran,29,162,yes
3822,center,195,235,mid-career,28,481,no
3823,center,195,235,mid-career,28,481,no
3824,guard,185,200,mid-career,31,213,yes
3825,forward,202,220,mid-career,31,542,no
3826,guard,185,207,rookie,23,1497,yes
3827,guard,185,200,mid-career,31,213,yes
3828,center,207,247,veteran,27,1065,no
3829,guard,189,199,mid-career,27,385,yes
3830,forward,192,218,veteran,29,561,yes
3831,guard,190,207,mid-career,27,648,yes
3832,forward,202,220,mid-career,31,542,no
3833,forward,192,219,rookie,22,1359,no
3834,forward,205,232,rookie,24,1416,no
3835,guard,185,200,mid-career,31,213,yes
3836,forward,195,221,veteran,25,694,no
3837,forward,184,213,mid-career,32,12,no
3838,forward,190,215,rookie,22,1179,no
3839,forward,192,218,veteran,29,561,yes
3840,guard,158,184,veteran,29,162,yes
3841,guard,178,193,rookie,21,1078,no
3842,center,207,247,veteran,27,1065,no
3843,center,207,247,veteran,27,1065,no
3844,center,218,251,mid-career,35,60,no
3845,forward,198,221,rookie,22,1409,no
3846,forward,191,218,rookie,19,1855,no
3847,center,206,246,mid-career,29,314,no
3848,guard,189,199,mid-career,27,385,yes
3849,forward,195,221,veteran,25,694,no
3850,forward,184,213,mid-career,32,12,no
3851,guard,158,184,veteran,29,162,yes
3852,guard,158,184,veteran,29,162,yes
3853,center,218,251,mid-career,35,60,no
3854,guard,166,188,rookie,21,1536,yes
3855,guard,169,183,rookie,24,1034,yes
3856,guard,166,188,rookie,21,1536,yes
3857,center,218,251,mid-career,35,60,no
3858,forward,192,218,veteran,29,561,yes
3859,forward,205,232,rookie,24,1416,no
3860,forward,202,220,mid-career,31,542,no
3861,forward,198,223,veteran,29,362,yes
3862,center,218,251,mid-career,35,60,no
3863,forward,184,213,mid-career,32,12,no
3864,forward,215,232,mid-career,30,434,no
3865,guard,185,200,mid-career,31,213,yes
3866,center,218,251,mid-career,35,60,no
3867,forward,205,232,rookie,24,1416,no
3868,center,218,251,mid-career,35,60,no
3869,forward,215,232,mid-career,30,434,no
3870,forward,215,232,mid-career,30,434,no
3871,center,195,235,mid-career,28,481,no
3872,center,207,247,veteran,27,1065,no
3873,forward,195,221,veteran,25,694,no
3874,forward,184,213,mid-career,32,12,no
3875,guard,185,207,rookie,23,1497,yes
3876,guard,178,193,rookie,21,1078,no
3877,guard,185,197,mid-career,29,178,yes
3878,guard,182,199,rookie,21,1678,yes
3879,guard,166,188,rookie,21,1536,yes
3880,forward,198,221,rookie,22,1409,no
3881,center,196,235,veteran,32,47,no
3882,forward,205,232,rookie,24,1416,no
3883,forward,197,221,rookie,22,1312,no
3884,center,195,235,mid-career,28,481,no
3885,guard,158,184,veteran,29,162,yes
3886,forward,195,221,veteran,25,694,no
3887,forward,202,220,mid-career,31,542,no
3888,guard,192,200,mid-career,32,427,yes
3889,forward,191,218,rookie,19,1855,no
3890,forward,192,219,rookie,22,1359,no
3891,guard,169,183,rookie,24,1034,yes
3892,guard,192,200,mid-career,32,427,yes
3893,forward,184,213,mid-career,32,12,no
3894,guard,185,197,mid-career,29,178,yes
3895,guard,178,193,rookie,21,1078,no
3896,guard,182,199,rookie,21,1678,yes
3897,forward,202,220,mid-career,31,542,no
3898,guard,185,197,mid-career,29,178,yes
3899,forward,184,213,mid-career,32,12,no
3900,guard,192,200,mid-career,32,427,yes
3901,forward,198,221,rookie,22,1409,no
3902,guard,169,183,rookie,24,1034,yes
3903,center,196,235,veteran,32,47,no
3904,center,207,247,veteran,27,1065,no
3905,guard,189,199,mid-career,27,385,yes
3906,guard,182,199,rookie,21,1678,yes
3907,forward,191,218,rookie,19,1855,no
3908,forward,198,221,rookie,22,1409,no
3909,forward,191,218,rookie,19,1855,no
3910,guard,158,184,veteran,29,162,yes
3911,center,218,251,mid-career,35,60,no
3912,guard,185,200,mid-career,31,213,yes
3913,guard,178,193,rookie,21,1078,no
3914,center,201,244,mid-career,25,1111,yes
3915,forward,197,221,rookie,22,1312,no
3916,guard,182,199,rookie,21,1678,yes
3917,guard,185,207,rookie,23,1497,yes
3918,forward,192,218,veteran,29,561,yes
3919,forward,205,232,rookie,24,1416,no
3920,guard,192,200,mid-career,32,427,yes
3921,forward,197,221,rookie,22,1312,no
3922,guard,166,188,rookie,21,1536,yes
3923,forward,195,221,veteran,25,694,no
3924,guard,192,200,mid-career,32,427,yes
3925,forward,190,215,rookie,22,1179,no
3926,guard,185,200,mid-career,31,213,yes
3927,center,196,235,veteran,32,47,no
3928,guard,190,207,mid-career,27,648,yes
3929,center,206,246,mid-career,29,314,no
3930,center,195,235,mid-career,28,481,no
3931,forward,198,223,veteran,29,362,yes
3932,center,195,235,mid-career,28,481,no
3933,center,206,246,mid-career,29,314,no
3934,guard,178,193,rookie,21,1078,no
3935,guard,185,207,rookie,23,1497,yes
3936,forward,205,232,rookie,24,1416,no
3937,guard,182,199,rookie,21,1678,yes
3938,guard,178,193,rookie,21,1078,no
3939,forward,198,221,rookie,22,1409,no
3940,forward,198,221,rookie,22,1409,no
3941,guard,189,199,mid-career,27,385,yes
3942,forward,192,219,rookie,22,1359,no
3943,,198,223,veteran,29,362,yes
3944,forward,202,220,mid-career,31,542,no
3945,guard,182,199,rookie,21,1678,yes
3946,forward,190,215,rookie,22,1179,no
3947,guard,189,199,mid-career,27,385,yes
3948,guard,185,197,mid-career,29,178,yes
3949,guard,185,197,mid-career,29,178,yes
3950,forward,215,232,mid-career,30,434,no
3951,guard,169,183,rookie,24,1034,yes
3952,guard,182,199,rookie,21,1678,yes
3953,guard,190,207,mid-career,27,648,yes
3954,forward,205,232,rookie,24,1416,no
3955,forward,198,221,rookie,22,1409,no
3956,guard,192,200,mid-career,32,427,yes
3957,guard,166,188,rookie,21,1536,yes
3958,guard,185,207,rookie,23,1497,yes
3959,center,218,251,mid-career,35,60,no
3960,forward,195,221,veteran,25,694,no
3961,forward,215,232,mid-career,30,434,no
3962,forward,197,221,rookie,22,1312,no
3963,guard,172,183,rookie,24,1383,yes
3964,forward,197,221,rookie,22,1312,no
3965,center,196,235,veteran,32,47,no
3966,guard,190,207,mid-career,27,648,yes
3967,center,206,246,mid-career,29,314,no
3968,guard,182,199,rookie,21,1678,yes
3969,guard,166,188,rookie,21,1536,yes
3970,forward,192,218,veteran,29,561,yes
3971,forward,198,221,rookie,22,1409,no
3972,forward,192,218,veteran,29,561,yes
3973,forward,190,215,rookie,22,1179,no
3974,guard,182,199,rookie,21,1678,yes
3975,forward,198,223,veteran,29,362,yes
3976,forward,198,221,rookie,22,1409,no
3977,forward,215,232,mid-career,30,434,no
3978,center,206,246,mid-career,29,314,no
3979,forward,198,223,veteran,29,362,yes
3980,forward,192,219,rookie,22,1359,no
3981,center,201,244,mid-career,25,1111,yes
3982,guard,166,188,rookie,21,1536,yes
3983,guard,169,183,rookie,24,1034,yes
3984,forward,184,213,mid-career,32,12,no
3985,center,195,235,mid-career,28,481,no
3986,guard,189,199,mid-career,27,385,yes
3987,guard,185,207,rookie,23,1497,yes
3988,center,206,246,mid-career,29,314,no
3989,guard,169,183,rookie,24,1034,yes
3990,forward,190,215,rookie,22,1179,no
3991,forward,215,232,mid-career,30,434,no
3992,forward,192,218,veteran,29,561,yes
3993,guard,172,183,rookie,24,1383,yes
3994,forward,190,215,rookie,22,1179,no
3995,forward,202,220,mid-career,31,542,no
3996,forward,202,220,mid-career,31,542,no
3997,center,201,244,mid-career,25,1111,yes
3998,guard,172,183,rookie,24,1383,yes
3999,center,218,251,mid-career,35,60,no
4000,forward,192,219,rookie,22,1359,no
4001,forward,198,221,,22,1409,no
4002,guard,166,188,rookie,21,1536,yes
4003,forward,191,218,rookie,19,1855,no
4004,center,196,235,veteran,32,47,no
4005,forward,190,215,rookie,22,1179,no
4006,center,196,235,veteran,32,47,no
4007,forward,198,223,veteran,29,362,yes
4008,guard,185,200,mid-career,31,213,yes
4009,forward,197,221,rookie,22,1312,no
4010,forward,192,218,veteran,29,561,yes
4011,forward,192,219,rookie,22,1359,no
4012,guard,185,200,mid-career,31,213,yes
4013,guard,192,200,,32,427,yes
4014,center,218,251,mid-career,35,60,no
4015,forward,191,218,rookie,19,1855,no
4016,center,201,244,mid-career,25,1111,yes
4017,center,201,244,mid-career,25,1111,yes
4018,forward,198,223,veteran,29,362,yes
4019,forward,197,221,rookie,22,1312,no
4020,center,207,247,veteran,27,1065,no
4021,forward,198,221,rookie,22,1409,no
4022,center,207,247,veteran,27,1065,no
4023,guard,189,199,mid-career,27,385,yes
4024,,192,200,mid-career,32,427,yes
4025,guard,166,188,rookie,21,1536,yes
4026,guard,190,207,mid-career,27,648,yes
4027,guard,166,188,rookie,21,1536,yes
4028,center,195,235,mid-career,28,481,no
4029,forward,198,221,rookie,22,1409,no
4030,guard,185,207,rookie,23,1497,yes
4031,guard,185,200,mid-career,31,213,yes
4032,center,206,246,mid-career,29,314,no
4033,center,218,251,mid-career,35,60,no
4034,guard,185,197,mid-career,29,178,yes
4035,guard,185,207,rookie,23,1497,yes
4036,guard,185,207,rookie,23,1497,yes
4037,guard,189,199,mid-career,27,385,yes
4038,forward,202,220,mid-career,31,542,no
4039,guard,178,193,rookie,21,1078,no
4040,center,218,251,mid-career,35,60,no
4041,forward,184,213,mid-career,32,12,no
4042,forward,197,221,rookie,22,1312,no
4043,guard,185,207,rookie,23,1497,yes
4044,forward,198,221,rookie,22,1409,no
4045,center,201,244,mid-career,25,1111,yes
4046,forward,191,218,rookie,19,1855,no
4047,,215,232,mid-career,30,434,no
4048,forward,202,220,mid-career,31,542,no
4049,forward,198,221,rookie,22,1409,no
4050,guard,178,193,rookie,21,1078,no
4051,forward,191,218,rookie,19,1855,no
4052,center,201,244,mid-career,25,1111,yes
4053,forward,192,218,veteran,29,561,yes
4054,forward,202,220,mid-career,31,542,no
4055,forward,197,221,rookie,22,1312,no
4056,guard,192,200,mid-career,32,427,yes
4057,center,218,251,mid-career,35,60,no
4058,guard,189,199,mid-career,27,385,yes
4059,center,195,235,mid-career,28,481,no
4060,guard,185,197,mid-career,29,178,yes
4061,guard,190,207,mid-career,27,648,yes
4062,forward,191,218,rookie,19,1855,no
4063,center,206,246,mid-career,29,314,no
4064,guard,185,200,mid-career,31,213,yes
4065,forward,190,215,rookie,22,1179,no
4066,forward,215,232,mid-career,30,434,no
4067,forward,184,213,mid-career,32,12,no
4068,guard,158,184,veteran,29,162,yes
4069,forward,198,223,veteran,29,362,yes
4070,guard,185,207,rookie,23,1497,yes
4071,center,206,246,mid-career,29,314,no
4072,center,201,244,mid-career,25,1111,yes
4073,guard,185,197,mid-career,29,178,yes
4074,center,196,235,veteran,32,47,no
4075,forward,197,221,rookie,22,1312,no
4076,forward,192,218,veteran,29,561,yes
4077,guard,192,200,mid-career,32,427,yes
4078,center,207,247,veteran,27,1065,no
4079,forward,215,232,mid-career,30,434,no
4080,center,218,251,mid-career,35,60,no
4081,center,218,251,mid-career,35,60,no
4082,forward,197,221,rookie,22,1312,no
4083,guard,182,199,rookie,21,1678,yes
4084,guard,178,193,rookie,21,1078,no
4085,forward,198,221,rookie,22,1409,no
4086,guard,185,197,mid-career,29,178,yes
4087,forward,195,221,veteran,25,694,no
4088,guard,166,188,rookie,21,1536,yes
4089,guard,189,199,mid-career,27,385,yes
4090,guard,192,200,mid-career,32,427,yes
4091,forward,198,221,rookie,22,1409,no
4092,forward,192,218,veteran,29,561,yes
4093,guard,182,199,rookie,21,1678,yes
4094,forward,190,215,rookie,22,1179,no
4095,forward,190,215,rookie,22,1179,no
4096,forward,197,221,rookie,22,1312,no
4097,forward,192,219,rookie,22,1359,no
4098,forward,191,218,rookie,19,1855,no
4099,guard,185,200,mid-career,31,213,yes
4100,guard,185,197,mid-career,29,178,yes
4101,guard,166,188,rookie,21,1536,yes
4102,guard,185,197,mid-career,29,178,yes
4103,forward,202,220,mid-career,31,542,no
4104,forward,197,221,rookie,22,1312,no
4105,guard,185,200,mid-career,31,213,yes
4106,forward,202,220,mid-career,31,542,no
4107,forward,202,220,mid-career,31,542,no
4108,guard,169,183,rookie,24,1034,yes
4109,guard,192,200,mid-career,32,427,yes
4110,guard,169,183,rookie,24,1034,yes
4111,forward,192,219,rookie,22,1359,no
4112,guard,185,207,rookie,23,1497,yes
4113,guard,158,184,veteran,29,162,yes
4114,forward,195,221,veteran,25,694,no
4115,guard,189,199,mid-career,27,385,yes
4116,forward,197,221,rookie,22,1312,no
4117,forward,198,221,rookie,22,1409,no
4118,guard,172,183,rookie,24,1383,yes
4119,guard,185,197,mid-career,29,178,yes
4120,guard,190,207,mid-career,27,648,yes
4121,center,195,235,mid-career,28,481,no
4122,forward,192,218,veteran,29,561,yes
4123,guard,166,188,rookie,21,1536,yes
4124,center,196,235,veteran,32,47,no
4125,center,196,235,veteran,32,47,no
4126,forward,190,215,rookie,22,1179,no
4127,center,196,235,veteran,32,47,no
4128,center,196,235,veteran,32,47,no
4129,center,218,251,mid-career,35,60,no
4130,guard,178,193,rookie,21,1078,no
4131,guard,169,183,rookie,24,1034,yes
4132,guard,166,188,rookie,21,1536,yes
4133,guard,169,183,rookie,24,1034,yes
4134,forward,192,219,rookie,22,1359,no
4135,forward,202,220,mid-career,31,542,no
4136,guard,182,199,rookie,21,1678,yes
4137,center,201,244,mid-career,25,1111,yes
4138,forward,197,221,rookie,22,1312,no
4139,center,195,235,mid-career,28,481,no
4140,center,201,244,mid-career,25,1111,yes
4141,guard,169,183,rookie,24,1034,yes
4142,center,196,235,veteran,32,47,no
4143,guard,192,200,mid-career,32,427,yes
4144,guard,158,184,veteran,29,162,yes
4145,guard,185,200,mid-career,31,213,yes
4146,guard,182,199,rookie,21,1678,yes
4147,guard,178,193,rookie,21,1078,no
4148,guard,169,183,rookie,24,1034,yes
4149,forward,191,218,rookie,19,1855,no
4150,guard,166,188,rookie,21,1536,yes
4151,forward,190,215,rookie,22,1179,no
4152,forward,184,213,mid-career,32,12,no
4153,forward,215,232,mid-career,30,434,no
4154,guard,185,200,mid-career,31,213,yes
4155,center,195,235,mid-career,28,481,no
4156,guard,169,183,rookie,24,1034,yes
4157,center,195,235,mid-career,28,481,no
4158,forward,197,221,rookie,22,1312,no
4159,forward,205,232,rookie,24,1416,no
4160,center,195,235,mid-career,28,481,no
4161,guard,189,199,mid-career,27,385,yes
4162,forward,198,221,rookie,22,1409,no
4163,guard,192,200,mid-career,32,427,yes
4164,guard,172,183,rookie,24,1383,yes
4165,forward,195,221,veteran,25,694,no
4166,guard,169,183,rookie,24,1034,yes
4167,guard,189,199,mid-career,27,385,yes
4168,center,196,235,veteran,32,47,no
4169,forward,198,221,rookie,22,1409,no
4170,forward,190,215,rookie,22,1179,no
4171,guard,185,200,mid-career,31,213,yes
4172,forward,198,221,rookie,22,1409,no
4173,center,195,235,mid-career,28,481,no
4174,guard,185,197,mid-career,29,178,yes
4175,guard,192,200,mid-career,32,427,yes
4176,guard,169,183,rookie,24,1034,yes
4177,guard,178,193,rookie,21,1078,no
4178,guard,166,188,rookie,21,1536,yes
4179,forward,202,220,mid-career,31,542,no
4180,center,207,247,veteran,27,1065,no
4181,forward,192,219,rookie,22,1359,no
4182,guard,182,199,rookie,21,1678,yes
4183,guard,158,184,veteran,29,162,yes
4184,center,201,244,mid-career,25,1111,yes
4185,guard,189,199,mid-career,27,385,yes
4186,forward,192,218,veteran,29,561,yes
4187,guard,178,193,rookie,21,1078,no
4188,guard,192,200,mid-career,32,427,yes
4189,guard,185,200,mid-career,31,213,yes
4190,guard,169,183,rookie,24,1034,yes
4191,center,206,246,mid-career,29,314,no
4192,forward,202,220,mid-career,31,542,no
4193,forward,197,221,rookie,22,1312,no
4194,guard,189,199,mid-career,27,385,yes
4195,center,196,235,veteran,32,47,no
4196,guard,169,183,rookie,24,1034,yes
4197,center,201,244,mid-career,25,1111,yes
4198,guard,189,199,mid-career,27,385,yes
4199,forward,192,219,rookie,22,1359,no
4200,center,196,235,veteran,32,47,no
4201,forward,192,219,rookie,22,1359,no
4202,forward,198,221,rookie,22,1409,no
4203,guard,182,199,rookie,21,1678,yes
4204,center,218,251,mid-career,35,60,no
4205,guard,189,199,mid-career,27,385,yes
4206,center,207,247,veteran,27,1065,no
4207,guard,169,183,rookie,24,1034,yes
4208,forward,184,213,mid-career,32,12,no
4209,guard,189,199,mid-career,27,385,yes
4210,guard,178,193,rookie,21,1078,no
4211,forward,190,215,rookie,22,1179,no
4212,forward,215,232,mid-career,30,434,no
4213,center,207,247,veteran,27,1065,no
4214,center,201,244,mid-career,25,1111,yes
4215,guard,158,184,veteran,29,162,yes
4216,forward,215,232,mid-career,30,434,no
4217,center,201,244,mid-career,25,1111,yes
4218,guard,185,207,rookie,23,1497,yes
4219,forward,197,221,rookie,22,1312,no
4220,center,206,246,mid-career,29,314,no
4221,guard,169,183,rookie,24,1034,yes
4222,guard,190,207,mid-career,27,648,yes
4223,forward,202,220,mid-career,31,542,no
4224,forward,202,220,mid-career,31,542,no
4225,forward,198,223,veteran,29,362,yes
4226,forward,215,232,mid-career,30,434,no
4227,guard,192,200,mid-career,32,427,yes
4228,forward,198,223,veteran,29,362,yes
4229,forward,197,221,rookie,22,1312,no
4230,guard,185,207,rookie,23,1497,yes
4231,forward,192,218,veteran,29,561,yes
4232,forward,202,220,mid-career,31,542,no
4233,center,207,247,veteran,27,1065,no
4234,guard,189,199,mid-career,27,385,yes
4235,center,207,247,veteran,27,1065,no
4236,guard,189,199,mid-career,27,385,yes
4237,forward,192,219,rookie,22,1359,no
4238,forward,197,221,rookie,22,1312,no
4239,guard,158,184,veteran,29,162,yes
4240,center,218,251,mid-career,35,60,no
4241,guard,178,193,rookie,21,1078,no
4242,forward,192,218,veteran,29,561,yes
4243,guard,182,199,rookie,21,1678,yes
4244,guard,172,183,rookie,24,1383,yes
4245,forward,190,215,rookie,22,1179,no
4246,guard,185,197,mid-career,29,178,yes
4247,guard,182,199,rookie,21,1678,yes
4248,guard,185,207,rookie,23,1497,yes
4249,forward,184,213,mid-career,32,12,no
4250,guard,185,207,rookie,23,1497,yes
4251,guard,169,183,rookie,24,1034,yes
4252,guard,185,197,mid-career,29,178,yes
4253,guard,185,197,mid-career,29,178,yes
4254,guard,189,199,mid-career,27,385,yes
4255,center,195,235,mid-career,28,481,no
4256,forward,191,218,rookie,19,1855,no
4257,guard,192,200,mid-career,32,427,yes
4258,center,207,247,veteran,27,1065,no
4259,forward,184,213,mid-career,32,12,no
4260,guard,182,199,rookie,21,1678,yes
4261,forward,202,220,mid-career,31,542,no
4262,center,195,235,mid-career,28,481,no
4263,guard,166,188,rookie,21,1536,yes
4264,guard,192,200,mid-career,32,427,yes
4265,guard,185,200,mid-career,31,213,yes
4266,center,207,247,veteran,27,1065,no
4267,center,195,235,mid-career,28,481,no
4268,forward,192,219,rookie,22,1359,no
4269,forward,190,215,rookie,22,1179,no
4270,forward,195,221,veteran,25,694,no
4271,forward,198,221,rookie,22,1409,no
4272,forward,198,221,rookie,22,1409,no
4273,forward,192,219,rookie,22,1359,no
4274,forward,184,213,mid-career,32,12,no
4275,guard,185,207,rookie,23,1497,yes
4276,guard,172,183,rookie,24,1383,yes
4277,forward,197,221,rookie,22,1312,no
4278,forward,184,213,mid-career,32,12,no
4279,guard,185,207,rookie,23,1497,yes
4280,center,218,251,mid-career,35,60,no
4281,guard,178,193,rookie,21,1078,no
4282,center,218,251,mid-career,35,60,no
4283,center,196,235,veteran,32,47,no
4284,forward,190,215,rookie,22,1179,no
4285,guard,189,199,mid-career,27,385,yes
4286,forward,192,218,veteran,29,561,yes
4287,guard,182,199,rookie,21,1678,yes
4288,forward,190,215,rookie,22,1179,no
4289,guard,166,188,rookie,21,1536,yes
4290,guard,166,188,rookie,21,1536,yes
4291,forward,184,213,mid-career,32,12,no
4292,guard,185,200,mid-career,31,213,yes
4293,guard,190,207,mid-career,27,648,yes
4294,guard,158,184,veteran,29,162,yes
4295,center,207,247,veteran,27,1065,no
4296,guard,185,207,rookie,23,1497,yes
4297,guard,166,188,rookie,21,1536,yes
4298,forward,191,218,rookie,19,1855,no
4299,center,196,235,veteran,32,47,no
4300,guard,182,199,rookie,21,1678,yes
4301,center,195,235,mid-career,28,481,no
4302,forward,198,221,rookie,22,1409,no
4303,forward,205,232,rookie,24,1416,no
4304,forward,192,218,veteran,29,561,yes
4305,guard,185,200,mid-career,31,213,yes
4306,center,207,247,veteran,27,1065,no
4307,guard,172,183,rookie,24,1383,yes
4308,guard,158,184,veteran,29,162,yes
4309,forward,197,221,rookie,22,1312,no
4310,guard,182,199,rookie,21,1678,yes
4311,guard,169,183,rookie,24,1034,yes
4312,forward,197,221,rookie,22,1312,no
4313,forward,215,232,mid-career,30,434,no
4314,guard,172,183,rookie,24,1383,yes
4315,guard,192,200,mid-career,32,427,yes
4316,guard,178,193,rookie,21,1078,no
4317,guard,158,184,veteran,29,162,yes
4318,guard,172,183,rookie,24,1383,yes
4319,center,207,247,veteran,27,1065,no
4320,guard,166,188,rookie,21,1536,yes
4321,guard,158,184,veteran,29,162,yes
4322,guard,169,183,rookie,24,1034,yes
4323,guard,158,184,veteran,29,162,yes
4324,center,201,244,mid-career,25,1111,yes
4325,guard,182,199,rookie,21,1678,yes
4326,center,206,246,mid-career,29,314,no
4327,guard,192,200,mid-career,32,427,yes
4328,forward,198,221,rookie,22,1409,no
4329,forward,192,218,veteran,29,561,yes
4330,forward,191,218,rookie,19,1855,no
4331,forward,195,221,veteran,25,694,no
4332,forward,202,220,mid-career,31,542,no
4333,forward,202,220,mid-career,31,542,no
4334,guard,158,184,veteran,29,162,yes
4335,center,201,244,mid-career,25,1111,yes
4336,forward,205,232,rookie,24,1416,no
4337,center,206,246,mid-career,29,314,no
4338,forward,184,213,mid-career,32,12,no
4339,center,201,244,mid-career,25,1111,yes
4340,guard,189,199,mid-career,27,385,yes
4341,guard,189,199,mid-career,27,385,yes
4342,guard,178,193,rookie,21,1078,no
4343,forward,198,223,veteran,29,362,yes
4344,guard,158,184,veteran,29,162,yes
4345,guard,189,199,mid-career,27,385,yes
4346,guard,158,184,veteran,29,162,yes
4347,guard,178,193,rookie,21,1078,no
4348,forward,202,220,mid-career,31,542,no
4349,center,195,235,mid-career,28,481,no
4350,center,196,235,veteran,32,47,no
4351,forward,195,221,veteran,25,694,no
4352,forward,190,215,rookie,22,1179,no
4353,guard,189,199,mid-career,27,385,yes
4354,forward,195,221,veteran,25,694,no
4355,guard,172,183,rookie,24,1383,yes
4356,center,206,246,mid-career,29,314,no
4357,guard,169,183,rookie,24,1034,yes
4358,center,195,235,mid-career,28,481,no
4359,center,206,246,mid-career,29,314,no
4360,guard,172,183,rookie,24,1383,yes
4361,guard,169,183,rookie,24,1034,yes
4362,guard,172,183,rookie,24,1383,yes
4363,forward,192,218,veteran,29,561,yes
4364,guard,182,199,rookie,21,1678,yes
4365,guard,185,207,rookie,23,1497,yes
4366,center,195,235,mid-career,28,481,no
4367,guard,185,207,rookie,23,1497,yes
4368,guard,182,199,rookie,21,1678,yes
4369,guard,182,199,rookie,21,1678,yes
4370,center,207,247,veteran,27,1065,no
4371,forward,202,220,mid-career,31,542,no
4372,guard,172,183,rookie,24,1383,yes
4373,guard,185,207,rookie,23,1497,yes
4374,center,207,247,veteran,27,1065,no
4375,forward,215,232,mid-career,30,434,no
4376,forward,192,218,veteran,29,561,yes
4377,guard,172,183,rookie,24,1383,yes
4378,forward,191,218,rookie,19,1855,no
4379,forward,195,221,veteran,25,694,no
4380,forward,198,221,rookie,22,1409,no
4381,forward,191,218,rookie,19,1855,no
4382,forward,198,223,veteran,29,362,yes
4383,guard,182,199,rookie,21,1678,yes
4384,guard,185,200,mid-career,31,213,yes
4385,center,196,235,veteran,32,47,no
4386,guard,169,183,rookie,24,1034,yes
4387,forward,190,215,rookie,22,1179,no
4388,center,201,244,mid-career,25,1111,yes
4389,guard,172,183,rookie,24,1383,yes
4390,guard,185,197,mid-career,29,178,yes
4391,forward,190,215,rookie,22,1179,no
4392,guard,158,184,veteran,29,162,yes
4393,guard,185,197,mid-career,29,178,yes
4394,guard,192,200,mid-career,32,427,yes
4395,guard,190,207,mid-career,27,648,yes
4396,guard,190,207,mid-career,27,648,yes
4397,center,218,251,mid-career,35,60,no
4398,forward,192,219,rookie,22,1359,no
4399,center,201,244,mid-career,25,1111,yes
4400,forward,192,218,veteran,29,561,yes
4401,forward,192,219,rookie,22,1359,no
4402,guard,190,207,mid-career,27,648,yes
4403,forward,198,223,veteran,29,362,yes
4404,center,195,235,mid-career,28,481,no
4405,guard,185,197,mid-career,29,178,yes
4406,forward,198,221,rookie,22,1409,no
4407,guard,182,199,rookie,21,1678,yes
4408,guard,192,200,mid-career,32,427,yes
4409,guard,158,184,veteran,29,162,yes
